Species	GeneID	TranscriptIDCluster_5p	ExonIDCluster_5p	SubexonIDCluster_5p	S_exonID_5p	S_exon_CodingStart_5p	S_exon_CodingEnd_5p	chr	start	end	strand	motif	total_uq	total_mm	ave_uq	num_exp	name_exp	uq_per_exp	mm_per_exp	TranscriptIDCluster_3p	ExonIDCluster_3p	SubexonIDCluster_3p	S_exonID_3p	S_exon_CodingStart_3p	S_exon_CodingEnd_3p
gorilla_gorilla	ENSGGOG00000009210	ENSGGOT00000009255	ENSGGOE00000094129	ENSGGOE00000094129_SE_0/ENSGGOE00000340441_SE_0/ENSGGOE00000356067_SE_0	14_0	4945372	4945477	17	4945478	4945896	1	1	1191	0	85.07142857142857	14	SRR306800,SRR306801,SRR306802,SRR306803,SRR306804,SRR306805,SRR306806,SRR306807,SRR306808,SRR306809,SRR306810,SRR649365,SRR649366,SRR649367	126,109,60,51,294,55,70,82,40,23,33,122,63,63	0,0,0,0,0,0,0,0,0,0,0,0,0,0	ENSGGOT00000009255	ENSGGOE00000094135	ENSGGOE00000094135_SE_2	22_0	4945897	4945928
gorilla_gorilla	ENSGGOG00000009210	ENSGGOT00000009255	ENSGGOE00000094129	ENSGGOE00000094129_SE_0/ENSGGOE00000340441_SE_0/ENSGGOE00000356067_SE_0	14_0	4945372	4945477	17	4945478	4945896	1	1	1191	0	85.07142857142857	14	SRR306800,SRR306801,SRR306802,SRR306803,SRR306804,SRR306805,SRR306806,SRR306807,SRR306808,SRR306809,SRR306810,SRR649365,SRR649366,SRR649367	126,109,60,51,294,55,70,82,40,23,33,122,63,63	0,0,0,0,0,0,0,0,0,0,0,0,0,0	ENSGGOT00000043507	ENSGGOE00000094135	ENSGGOE00000094135_SE_2	22_0	4945897	4945928
gorilla_gorilla	ENSGGOG00000009210	ENSGGOT00000043507	ENSGGOE00000356067	ENSGGOE00000094129_SE_0/ENSGGOE00000340441_SE_0/ENSGGOE00000356067_SE_0	14_0	4945372	4945477	17	4945478	4945896	1	1	1191	0	85.07142857142857	14	SRR306800,SRR306801,SRR306802,SRR306803,SRR306804,SRR306805,SRR306806,SRR306807,SRR306808,SRR306809,SRR306810,SRR649365,SRR649366,SRR649367	126,109,60,51,294,55,70,82,40,23,33,122,63,63	0,0,0,0,0,0,0,0,0,0,0,0,0,0	ENSGGOT00000009255	ENSGGOE00000094135	ENSGGOE00000094135_SE_2	22_0	4945897	4945928
gorilla_gorilla	ENSGGOG00000009210	ENSGGOT00000043507	ENSGGOE00000356067	ENSGGOE00000094129_SE_0/ENSGGOE00000340441_SE_0/ENSGGOE00000356067_SE_0	14_0	4945372	4945477	17	4945478	4945896	1	1	1191	0	85.07142857142857	14	SRR306800,SRR306801,SRR306802,SRR306803,SRR306804,SRR306805,SRR306806,SRR306807,SRR306808,SRR306809,SRR306810,SRR649365,SRR649366,SRR649367	126,109,60,51,294,55,70,82,40,23,33,122,63,63	0,0,0,0,0,0,0,0,0,0,0,0,0,0	ENSGGOT00000043507	ENSGGOE00000094135	ENSGGOE00000094135_SE_2	22_0	4945897	4945928
gorilla_gorilla	ENSGGOG00000009210	ENSGGOT00000009255	ENSGGOE00000094129	ENSGGOE00000094129_SE_0/ENSGGOE00000340441_SE_0/ENSGGOE00000356067_SE_0	14_0	4945372	4945477	17	4945478	4946346	1	1	1	0	1.0	1	SRR649366	1	0	ENSGGOT00000009255	ENSGGOE00000094138	ENSGGOE00000094138_SE_4	10_1	4946347	4946526
gorilla_gorilla	ENSGGOG00000009210	ENSGGOT00000009255	ENSGGOE00000094129	ENSGGOE00000094129_SE_0/ENSGGOE00000340441_SE_0/ENSGGOE00000356067_SE_0	14_0	4945372	4945477	17	4945478	4946346	1	1	1	0	1.0	1	SRR649366	1	0	ENSGGOT00000043507	ENSGGOE00000094138	ENSGGOE00000094138_SE_4	10_1	4946347	4946526
gorilla_gorilla	ENSGGOG00000009210	ENSGGOT00000009255	ENSGGOE00000094129	ENSGGOE00000094129_SE_0/ENSGGOE00000340441_SE_0/ENSGGOE00000356067_SE_0	14_0	4945372	4945477	17	4945478	4946346	1	1	1	0	1.0	1	SRR649366	1	0	ENSGGOT00000068478	ENSGGOE00000094138	ENSGGOE00000094138_SE_4	10_1	4946347	4946526
gorilla_gorilla	ENSGGOG00000009210	ENSGGOT00000043507	ENSGGOE00000356067	ENSGGOE00000094129_SE_0/ENSGGOE00000340441_SE_0/ENSGGOE00000356067_SE_0	14_0	4945372	4945477	17	4945478	4946346	1	1	1	0	1.0	1	SRR649366	1	0	ENSGGOT00000009255	ENSGGOE00000094138	ENSGGOE00000094138_SE_4	10_1	4946347	4946526
gorilla_gorilla	ENSGGOG00000009210	ENSGGOT00000043507	ENSGGOE00000356067	ENSGGOE00000094129_SE_0/ENSGGOE00000340441_SE_0/ENSGGOE00000356067_SE_0	14_0	4945372	4945477	17	4945478	4946346	1	1	1	0	1.0	1	SRR649366	1	0	ENSGGOT00000043507	ENSGGOE00000094138	ENSGGOE00000094138_SE_4	10_1	4946347	4946526
gorilla_gorilla	ENSGGOG00000009210	ENSGGOT00000043507	ENSGGOE00000356067	ENSGGOE00000094129_SE_0/ENSGGOE00000340441_SE_0/ENSGGOE00000356067_SE_0	14_0	4945372	4945477	17	4945478	4946346	1	1	1	0	1.0	1	SRR649366	1	0	ENSGGOT00000068478	ENSGGOE00000094138	ENSGGOE00000094138_SE_4	10_1	4946347	4946526
gorilla_gorilla	ENSGGOG00000009210	ENSGGOT00000009255	ENSGGOE00000094135	ENSGGOE00000094135_SE_2	22_1	4945929	4945973	17	4945974	4946346	1	1	1013	0	72.35714285714288	14	SRR306800,SRR306801,SRR306802,SRR306803,SRR306804,SRR306805,SRR306806,SRR306807,SRR306808,SRR306809,SRR306810,SRR649365,SRR649366,SRR649367	68,107,51,56,179,57,108,66,35,21,22,161,35,47	0,0,0,0,0,0,0,0,0,0,0,0,0,0	ENSGGOT00000009255	ENSGGOE00000094138	ENSGGOE00000094138_SE_4	10_1	4946347	4946526
