	Specie	group	tissue	delta_psi	new_path	alt_path	gene
0	bos_taurus	1.0	heart	0.2225924760297805	2_2,5_0	4_2,2_0,2_2,5_0	TPM2
1	bos_taurus	1.0	skeletal muscle tissue	0.21408979187106728	2_2,5_0	4_2,2_0,2_2,5_0	TPM2
2	bos_taurus	1.0	heart	0.2225924760297805	4_2,2_2,5_0	4_2,2_0,2_2,5_0	TPM2
3	bos_taurus	1.0	skeletal muscle tissue	0.21408979187106728	4_2,2_2,5_0	4_2,2_0,2_2,5_0	TPM2
4	homo_sapiens	1.0	multi-cellular organism	0.20814209442173465	4_2,11_0	4_2,2_0,2_2,5_0	TPM2
5	homo_sapiens	1.0	multi-cellular organism	0.20814209442173465	4_2,11_0,5_0	4_2,2_0,2_2,5_0	TPM2
6	sus_scrofa	1.0	adult mammalian kidney	0.8512065929098269	4_2,2_0,2_2	4_2,2_2,11_0	TPM2
7	sus_scrofa	1.0	lung	0.6796536796536797	4_2,2_0,2_2	4_2,2_2,11_0	TPM2
8	sus_scrofa	1.0	lung	0.4361702127659575	4_2,2_0,2_2	4_2,2_2,11_0,5_0	TPM2
9	gorilla_gorilla	1.0	adult mammalian kidney	0.6764042649769362	4_2,2_0,2_2	4_2,2_2,11_0	TPM2
10	gorilla_gorilla	1.0	liver	0.7324036168022511	4_2,2_0,2_2	4_2,2_2,11_0	TPM2
11	gorilla_gorilla	1.0	testis	0.41288057584848975	4_2,2_0,2_2	4_2,2_2,11_0	TPM2
12	bos_taurus	1.0	adult mammalian kidney	0.8106666603815295	4_2,2_0,2_2	4_2,2_2,11_0	TPM2
13	bos_taurus	1.0	colon	0.9368971814278604	4_2,2_0,2_2	4_2,2_2,11_0	TPM2
14	bos_taurus	1.0	liver	0.7571530410235551	4_2,2_0,2_2	4_2,2_2,11_0	TPM2
15	bos_taurus	1.0	lung	0.8333903068836624	4_2,2_0,2_2	4_2,2_2,11_0	TPM2
16	bos_taurus	1.0	spleen	0.9187990559128054	4_2,2_0,2_2	4_2,2_2,11_0	TPM2
17	homo_sapiens	1.0	adipose tissue	0.8232462110238906	4_2,2_0,2_2	4_2,2_2,11_0	TPM2
18	homo_sapiens	1.0	adrenal gland	0.8553120850345967	4_2,2_0,2_2	4_2,2_2,11_0	TPM2
19	homo_sapiens	1.0	adult mammalian kidney	0.863660863869234	4_2,2_0,2_2	4_2,2_2,11_0	TPM2
20	homo_sapiens	1.0	colon	0.9503377313349112	4_2,2_0,2_2	4_2,2_2,11_0	TPM2
21	homo_sapiens	1.0	female gonad	0.5539053086925085	4_2,2_0,2_2	4_2,2_2,11_0	TPM2
22	homo_sapiens	1.0	intestine	0.4164573699327639	4_2,2_0,2_2	4_2,2_2,11_0	TPM2
23	homo_sapiens	1.0	liver	0.5861981058393813	4_2,2_0,2_2	4_2,2_2,11_0	TPM2
24	homo_sapiens	1.0	lung	0.5575566426085555	4_2,2_0,2_2	4_2,2_2,11_0	TPM2
25	homo_sapiens	1.0	lymph node	0.6917333205322962	4_2,2_0,2_2	4_2,2_2,11_0	TPM2
26	homo_sapiens	1.0	placenta	0.8974603644404093	4_2,2_0,2_2	4_2,2_2,11_0	TPM2
27	homo_sapiens	1.0	prostate gland	0.9727753526660172	4_2,2_0,2_2	4_2,2_2,11_0	TPM2
28	homo_sapiens	1.0	stomach	0.5730601526435121	4_2,2_0,2_2	4_2,2_2,11_0	TPM2
29	homo_sapiens	1.0	testis	0.2102766509505497	4_2,2_0,2_2	4_2,2_2,11_0	TPM2
30	mus_musculus	1.0	adult mammalian kidney	0.6274339364244381	4_2,2_0,2_2	4_2,2_2,11_0	TPM2
31	mus_musculus	1.0	female gonad	0.8495953657436126	4_2,2_0,2_2	4_2,2_2,11_0	TPM2
32	mus_musculus	1.0	heart	0.2403089115504928	4_2,2_0,2_2	4_2,2_2,11_0	TPM2
33	mus_musculus	1.0	lung	0.8246915672357491	4_2,2_0,2_2	4_2,2_2,11_0	TPM2
34	mus_musculus	1.0	spleen	0.7013351607946838	4_2,2_0,2_2	4_2,2_2,11_0	TPM2
35	mus_musculus	1.0	testis	0.4461817266296345	4_2,2_0,2_2	4_2,2_2,11_0	TPM2
36	mus_musculus	1.0	thymus	0.4553747943343586	4_2,2_0,2_2	4_2,2_2,11_0	TPM2
37	rattus_norvegicus	1.0	colon	0.9892865941216172	4_2,2_0,2_2	4_2,2_2,11_0	TPM2
38	rattus_norvegicus	1.0	lung	0.9279900597617888	4_2,2_0,2_2	4_2,2_2,11_0	TPM2
39	rattus_norvegicus	1.0	spleen	0.7170403315691655	4_2,2_0,2_2	4_2,2_2,11_0	TPM2
40	rattus_norvegicus	1.0	testis	0.8154812695785433	4_2,2_0,2_2	4_2,2_2,11_0	TPM2
41	sus_scrofa	1.0	adult mammalian kidney	0.8512065929098269	4_2,2_0,2_2,11_0	4_2,2_2,11_0	TPM2
42	sus_scrofa	1.0	lung	0.6796536796536797	4_2,2_0,2_2,11_0	4_2,2_2,11_0	TPM2
43	sus_scrofa	1.0	lung	0.4361702127659575	4_2,2_0,2_2,11_0	4_2,2_2,11_0,5_0	TPM2
44	gorilla_gorilla	1.0	adult mammalian kidney	0.6764042649769362	4_2,2_0,2_2,11_0	4_2,2_2,11_0	TPM2
45	gorilla_gorilla	1.0	liver	0.7324036168022511	4_2,2_0,2_2,11_0	4_2,2_2,11_0	TPM2
46	gorilla_gorilla	1.0	testis	0.41288057584848975	4_2,2_0,2_2,11_0	4_2,2_2,11_0	TPM2
47	bos_taurus	1.0	adult mammalian kidney	0.8106666603815295	4_2,2_0,2_2,11_0	4_2,2_2,11_0	TPM2
48	bos_taurus	1.0	colon	0.9368971814278604	4_2,2_0,2_2,11_0	4_2,2_2,11_0	TPM2
